Index,Title,Description,Amount(in rupees),Price (in rupees),location,Carpet Area,Status,Floor,Transaction,Furnishing,facing,overlooking,Society,Bathroom,Balcony,Car Parking,Ownership,Super Area,Dimensions,Plot Area
132808,2 BHK Ready to Occupy Flat for sale Pahar Ganj,"This gorgeous 2 BHK Flat is available for sale in Pahar Ganj, New Delhi. This flat for resale has a desirable location. This ready to move property in Pahar Ganj is readily available within an affordable cost of INR 51 Lac. The flat is sold in unfurnished condition.",51 Lac ,6667.0,new-delhi,675.0,Ready to Move,4.0,Resale,Unfurnished,East,,,2.0,,10 Open,Freehold,,,
129468,3 BHK Ready to Occupy Flat for sale in Madhur Jeevan Apartment Dwarka Sector 10,"Have a look at this immaculate 3 BHK flat for sale in Dwarka Sector 10, New Delhi. Well-tucked in the Madhur Jeevan Apartment township, the property is easily accessible. This flat is available as a resale property. You can buy this ready to move flat in Dwarka Sector 10 at a reasonable price of INR 2.10 Cr. This contemporary apartment is semi-furnished. The property is constructed with proximity to major landmarks like near by market and metro station.",2.10 Cr ,11667.0,new-delhi,1400.0,Ready to Move,4.0,Resale,Semi-Furnished,North - East,"Garden/Park, Main Road",Madhur Jeevan Apartment,2.0,4,"1 Covered,",Freehold,,,
41675,3 BHK Ready to Occupy Flat for sale Ashok Nagar,"Ashok Nagar, Chennai has an appealing 3 BHK flat for sale with various amenities. This apartment for resale is a great choice. You can buy this ready to move flat in Ashok Nagar at a reasonable price of INR 1.50 Cr. This premium semi-furnished flat spells quality and comfort at a competitive price. Landmarks near the apartment include aanjaneyar temple.",1.50 Cr ,12397.0,chennai,1050.0,Ready to Move,3.0,Resale,Semi-Furnished,East,Main Road,,2.0,1,,Freehold,,,
163328,3 BHK Ready to Occupy Flat for sale in Eros Sampoornam Greater Noida West,"This exquisite 3 BHK Flat is offered for sale in Greater Noida West, Greater Noida. Strategically situated in the Eros Sampoornam site, it is placed at a prime location. This flat is an attractive property for resale. This ready to move property in Greater Noida West is readily available within an affordable cost of INR 96 Lac. The flat is semi-furnished and is suitable for any family size. The property is strategically placed near prominent places as eros sampoornam is one of the most popular destination for buying apar which make for the smooth living of residents.",96 Lac ,6154.0,greater-noida,1060.0,Ready to Move,14.0,Resale,Semi-Furnished,West,,Eros Sampoornam,3.0,4,1 Covered,Leasehold,,,
855,1 BHK Ready to Occupy Flat for sale in Samruddhi Evergreens Badlapur,"Carefully laid out in the prime location of Badlapur in Thane, this spacious 1 BHK flat on sale is a meticulously planned project. It is in a prime location within the Samruddhi Evergreens. This flat for resale has a desirable location. This apartment ready to move in the Badlapur is available for an attractive price of INR 22 Lac. This immaculate flat boasts of coming in unfurnished form which takes the entire deal to the next level. This 1 BHK flat boasts of being in close proximity to significant landmarks like near poddar international school that enhance the overall living experience.",22 Lac ,3929.0,thane,360.0,Ready to Move,1.0,Resale,Unfurnished,North - East,Main Road,Samruddhi Evergreens,1.0,,,,,,
51235,3 BHK Ready to Occupy Flat for sale in Tata Primanti Sector 72,"This magnificent 3 BHK Flat is available for sale in Sector 72, Gurgaon. The property is ideally located in a strategic location in Tata Primanti township. Your search ends here, because this flat for sale is among the best bargains in town. The ready to move flat in the prime area of Sector 72 is available at a reasonable price of INR 2.40 Cr. The flat is available in semi-furnished condition.",2.40 Cr ,11000.0,gurgaon,2185.0,Ready to Move,19.0,New Property,Semi-Furnished,North - East,"Garden/Park, Pool",Tata Primanti,3.0,3,,Freehold,,,
70215,3 BHK Ready to Occupy Flat for sale in Lodha Bellezza Hitech City,3 BHK flat available for sale in Hyderabad in the prime location of Hitech City. Ideally situated in the Lodha Bellezza township it enjoys a prime location. This flat for resale has a desirable location. The ready to move flat in Hitech City is all ready for sale at a low-priced budget of INR 4.30 Cr. The spacious apartment is unfurnished. near rto office are some of the well-known landmarks in this locality.,4.30 Cr ,12475.0,hyderabad,2500.0,Ready to Move,21.0,Resale,Unfurnished,East,Garden/Park,,3.0,2,2 Covered,Freehold,,,
126865,4 BHK Ready to Occupy Flat for sale in Hamdam Apartment Dwarka Sector 18,"Up for immediate sale is a 4 BHK apartment in Dwarka Sector 18, New Delhi. Don't miss this bargain flat for sale. This flat is situated within the renown township of Hamdam Apartment. This flat for resale is a choice property. This ready to move flat in Dwarka Sector 18 can be taken at a very economical pricing of INR 2.68 Cr. The flat is uniquely designed to enhance the living style. It is unfurnished, studded with all the basic facilities. The flat is in close proximity to prominent landmarks like venkateshwar hospital.",2.68 Cr ,11167.0,new-delhi,2100.0,Ready to Move,8.0,Resale,Unfurnished,North - East,"Garden/Park, Main Road",Hamdam Apartment,3.0,4,"1 Covered,",Freehold,,,
152474,2 BHK Ready to Occupy Flat for sale in L & T Green Park Apartments Seera Naicken Palayam,"Seera Naicken Palayam, Coimbatore has an attractive 2 BHK Flat for sale. This flat is situated within the renown township of L & T Green Park Apartments. This flat for resale is a choice property. Available at a reasonable selling price of INR 45 Lac, this ready to move apartment in Seera Naicken Palayam is a great buy. It is unfurnished to accommodate your needs.",45 Lac ,3940.0,coimbatore,1142.0,Ready to Move,4.0,Resale,Unfurnished,East,,L & T Green Park Apartments,2.0,1,,Freehold,,,
158911,2 BHK Ready to Occupy Flat for sale Indirapuram,"This lovely 2 BHK Flat in Indirapuram, Ghaziabad is up for sale. This flat for resale is a choice property. In Indirapuram, this ready to move flat is available at an attractive price of INR 32 Lac. This flat is an ideal choice because it is an semi-furnished apartment with all basic amenities. The flat is in close proximity to prominent landmarks like st francis school.",32 Lac ,3596.0,ghaziabad,760.0,Ready to Move,1.0,Resale,Semi-Furnished,North - East,"Garden/Park, Main Road",,2.0,1,,Freehold,,,
29100,3 BHK Ready to Occupy Flat for sale in Sriven Rag Metropole J P Nagar,"JP Nagar, Bangalore has an attractive 3 BHK Flat for sale. Strategically situated in the Sriven Rag Metropole site, it is placed at a prime location. This apartment is a property of choice for resale. This ready to move flat is offered at an economical price of INR 63 Lac. You will find it semi-furnished. Landmarks near the apartment include national public school.",63 Lac ,3877.0,bangalore,1435.0,Ready to Move,3.0,Resale,Semi-Furnished,East,,,3.0,3,"1 Covered,",Freehold,,,
137733,3 BHK Ready to Occupy Flat for sale Laxmi Nagar,"Creatively planned and constructed is a 3 BHK flat for sale in Laxmi Nagar, New Delhi. This flat is available as a sale property. This ready to move flat is offered at an economical price of INR 85 Lac. It is a semi-furnished apartment. Landmarks near the apartment include near by laxmi nagar metro.",85 Lac ,6800.0,new-delhi,1250.0,Ready to Move,2.0,New Property,Semi-Furnished,North - East,,,2.0,1,,Freehold,,,
73542,3 BHK Ready to Occupy Flat for sale in SMR Vinay Iconia Kondapur,"This ready to move-in 3 BHK flat is available for sale at the premium Kondapur in Hyderabad. This flat is placed in a marvellous location within the Smr Vinay Iconia complex. This apartment for sale is a great choice. Available at a reasonable selling price of INR 2.40 Cr, this ready to move apartment in Kondapur is a great buy. This premium unfurnished flat spells quality and comfort at a competitive price. near hcu are some major landmarks near the apartment.",2.40 Cr ,9836.0,hyderabad,1830.0,Ready to Move,16.0,New Property,Unfurnished,East,"Main Road, Garden/Park",,3.0,1,2 Covered,Freehold,,,
59213,3 BHK Ready to Occupy Flat for sale in Shree Vardhman Victoria Sector 70,"Carefully laid out in the prime location of Sector 70 in Gurgaon, this spacious 3 BHK flat on sale is a meticulously planned project. Located in the Shree Vardhman Victoria township, the flat enjoys access to the prime spots in the city. This flat all equipped with required facilities, is up for sale. This ready to move flat in Sector 70 comes at an affordable price of INR 1.63 Cr. It is semi-furnished to accommodate your needs. 3 bhk apartment available in sale in vardhman victoria are some of the well-known landmarks in this locality.",1.63 Cr ,8359.0,gurgaon,1300.0,Ready to Move,5.0,New Property,Semi-Furnished,East,"Garden/Park, Pool, Main Road",Shree Vardhman Victoria,3.0,3,"1 Covered,",Power Of Attorney,,,
126507,2 BHK Ready to Occupy Flat for sale in Aadarsh Apartment Dwarka Sector 3,"Dwarka Sector 3, New Delhi has an appealing 2 BHK flat for sale with various amenities. Ideally situated in the Aadarsh Apartment township it enjoys a prime location. This flat for resale has a desirable location. This ready to move flat in Dwarka Sector 3 can be taken at a very economical pricing of INR 75 Lac. This immaculate flat boasts of coming in semi-furnished form which takes the entire deal to the next level. The prime landmarks near this property are orp dwarka sec 5..",75 Lac ,7895.0,new-delhi,850.0,Ready to Move,1.0,Resale,Semi-Furnished,East,Main Road,Aadarsh Apartment,2.0,2,2 Open,Freehold,,,
72567,3 BHK Ready to Occupy Flat for sale Gachibowli,"Gachibowli, Hyderabad has an attractive 3 BHK Flat for sale. This apartment is a property of choice for resale. The ready to move flat in the prime area of Gachibowli is available at a reasonable price of INR 1.17 Cr. The flat is uniquely designed to enhance the living style. It is unfurnished, studded with all the basic facilities. Prominent landmarks in and around this locality are lanco hills towards khaja gudda to manikonda left side.",1.17 Cr ,6496.0,hyderabad,1384.0,Ready to Move,3.0,Resale,Unfurnished,East,Garden/Park,,3.0,1,1 Covered,Freehold,,,
4854,4 BHK Ready to Occupy Flat for sale in Sheetal Westpark Residency Vastrapur,"Vastrapur, Ahmedabad has an appealing 4 BHK flat for sale with various amenities. Ideally situated in the Sheetal Westpark Residency township it enjoys a prime location. This flat for resale is a choice property. This ready to move flat in Vastrapur comes at an affordable price of INR 2.10 Cr. Available in unfurnished state, this flat is a great buy. Some of the landmarks in the vicinity include beside alpha one mall, vastapur..",2.10 Cr ,8696.0,ahmedabad,1500.0,Ready to Move,5.0,Resale,Unfurnished,East,"Garden/Park, Main Road",Sheetal Westpark Residency,4.0,1,2 Covered,Freehold,,,
100098,4 BHK Ready to Occupy Flat for sale in Kshitij Dum Dum,"At Kshitij, you can compete on the court, relax with your friends and family in the community areas or read your favourite book under the gentle shade of a tree. It is all about creating a property that is geographically centered around your life and your dayto day needs. You will be spoilt for choice after all, you deserve to be at the very centre of attention. Co Promoted",1.36 Cr ,6904.0,kolkata,1349.0,Ready to Move,,Resale,Unfurnished,South,"Garden/Park, Main Road",Kshitij,3.0,1,1 Covered,Freehold,,,
35430,3 BHK Ready to Occupy Flat for sale in Sriven Rag Metropole J P Nagar,"JP Nagar, Bangalore has an attractive 3 BHK Flat for sale. Strategically situated in the Sriven Rag Metropole site, it is placed at a prime location. This apartment is a property of choice for resale. This ready to move flat is offered at an economical price of INR 63 Lac. You will find it semi-furnished. Landmarks near the apartment include national public school.",63 Lac ,3877.0,bangalore,1435.0,Ready to Move,3.0,Resale,Semi-Furnished,East,,,3.0,3,"1 Covered,",Freehold,,,
66567,"2 BHK Ready to Occupy Flat for sale in SS The Coralwood Sihi, Sector 84","This ready to move-in 2 BHK flat is available for sale at the premium Sihi in Gurgaon. It enjoys an excellent location within the Ss The Coralwood. Your search ends here, because this flat for resale is among the best bargains in town. This ready to move property in Sihi is readily available within an affordable cost of INR 90 Lac. The spacious apartment is semi-furnished.",90 Lac ,6316.0,gurgaon,1140.0,Ready to Move,7.0,Resale,Semi-Furnished,East,"Garden/Park, Pool",SS The Coralwood,2.0,4,34 Covered,Freehold,,,
71900,3 BHK Ready to Occupy Flat for sale Kowkoor,"This lovely 3 BHK Flat in Kowkoor, Hyderabad is up for sale. Your search ends here, because this flat for resale is among the best bargains in town. In Kowkoor, this ready to move flat is available at an attractive price of INR 55 Lac. The flat is unfurnished and makes for an ideal choice for any family. Some nearby landmarks are near bollarum checkpost, kowkoor..",55 Lac ,5213.0,hyderabad,1000.0,Ready to Move,2.0,Resale,Unfurnished,East,Main Road,,2.0,1,1 Covered,Freehold,,,
30229,"2 BHK Ready to Occupy Flat for sale A Narayanapura, Mahadevapura","This gorgeous 2 BHK Flat is available for sale in A Narayanapura, Bangalore. This flat for resale is a choice property. This ready to move flat located in A Narayanapura is available for purchase at a fair price of INR 65 Lac. The flat is available in semi-furnished condition.",65 Lac ,4062.0,bangalore,1050.0,Ready to Move,4.0,Resale,Semi-Furnished,East,,,2.0,2,,,,,
38980,2 BHK Ready to Occupy Flat for sale in GM Global Techies Town Phase 1 Electronics City,"2 BHK flat available for sale in Bangalore in the prime location of Electronics City Phase 1. Strategically situated in the Gm Global Techies Town site, it is placed at a prime location. Invest your valuable money in this flat that is for resale. Located in Electronics City Phase 1, this ready to move apartment is sold at a fair selling price of INR 86.3 Lac. This premium unfurnished flat spells quality and comfort at a competitive price.",86.3 Lac ,7500.0,bangalore,1000.0,Ready to Move,7.0,Resale,Unfurnished,East,Garden/Park,,2.0,1,1 Covered,Freehold,,,
